Stock_Index,Stock_Name,Weeks_Listed,First_Listed,Last_Listed
7201,Foley Trasimene Acquisition Corp. Class A,13,2020-10-02,2020-12-25
2039,"Evans Withycombe Residential, Inc.",13,1997-09-12,1997-12-19
3161,Kansas Gas & Electric Company,13,1992-01-03,1992-03-27
7223,"Trean Insurance Group, Inc.",13,2020-10-02,2020-12-25
7207,NANO-X IMAGING LTD,13,2020-10-02,2020-12-25
7249,APi Group Corporation,13,2020-10-02,2020-12-25
7250,Montrose Environmental Group Inc,13,2020-10-02,2020-12-25
4482,"Physician Computer Network, Inc.",13,1996-07-05,1996-12-13
4385,"PayPal, Inc.",13,2002-07-05,2002-09-27
7205,"ALX Oncology Holdings, Inc.",13,2020-10-02,2020-12-25
7242,Repare Therapeutics Inc.,13,2020-10-02,2020-12-25
7251,"Accolade, Inc.",13,2020-10-02,2020-12-25
7214,BigCommerce Holdings Inc,13,2020-10-02,2020-12-25
7252,MultiPlan Corp Class A,13,2020-10-02,2020-12-25
7256,Inhibrx Inc,13,2020-10-02,2020-12-25
7254,Clover Health Investments Corp Class A,13,2020-10-02,2020-12-25
7257,"Annexon, Inc.",13,2020-10-02,2020-12-25
5723,"Transaction Network Services, Inc.",13,1999-08-27,1999-11-19
5757,"Triangle Bancorp, Inc.",13,1999-08-27,1999-12-10
7193,Sezzle Inc Shs Chess Depository Interests Repr 1 Sh,13,2020-10-02,2020-12-25
7008,"Brigham Minerals, Inc. Class A",13,2019-12-13,2020-03-06
7191,Trebia Acquisition Corp. Class A,13,2020-10-02,2020-12-25
1409,Comverge Inc.,13,2007-10-05,2008-01-11
138,"AFC Cable Systems, Inc.",13,1999-07-02,1999-11-19
7227,Generation Bio Co.,13,2020-10-02,2020-12-25
4010,Network Plus Corp Com,13,2000-07-07,2001-02-02
7238,Immatics N.V.,13,2020-10-02,2020-12-25
7237,"Poseida Therapeutics, Inc.",13,2020-10-02,2020-12-25
7236,"Akouos, Inc.",13,2020-10-02,2020-12-25
7239,Dun & Bradstreet Holdings Inc,13,2020-10-02,2020-12-25
2217,"First United Bancshares, Inc.",13,1998-03-20,1998-12-25
7235,"Acutus Medical, Inc.",13,2020-10-02,2020-12-25
358,AmeriTrust Corp.,13,1992-01-03,1992-03-27
7233,Lordstown Motors Corp. Class A,13,2020-10-02,2020-12-25
7234,Jamf Holding Corp,13,2020-10-02,2020-12-25
7230,"Rackspace Technology, Inc.",13,2020-10-02,2020-12-25
7231,"nCino, Inc.",13,2020-10-02,2020-12-25
7243,Lemonade Inc,13,2020-10-02,2020-12-25
7244,Opendoor Technologies Inc,13,2020-10-02,2020-12-25
76,"Actinium Pharmaceuticals, Inc.",13,2020-10-02,2020-12-25
158,Agribiotech,13,1998-07-03,1999-01-15
7216,"Harmony Biosciences Holdings, Inc.",13,2020-10-02,2020-12-25
7228,GoHealth Inc Class A,13,2020-10-02,2020-12-25
7229,"Duck Creek Technologies, Inc.",13,2020-10-02,2020-12-25
7215,"iTeos Therapeutics, Inc.",13,2020-10-02,2020-12-25
7218,"Vaxcyte, Inc.",13,2020-10-02,2020-12-25
7217,"Nkarta, Inc.",13,2020-10-02,2020-12-25
564,"AT Entertainment, Inc.",13,1999-06-04,1999-08-27
550,Associated Natural Gas Corporation,13,1993-09-03,1994-12-09
3720,Metromail Corporation,13,1997-07-04,1998-04-24
3830,"Monterey Resources, Inc.",13,1997-08-08,1997-10-31
765,Beyond.com Corporation,13,1999-07-02,1999-10-08
4733,"RailAmerica, Inc.",13,2006-11-17,2007-02-09
3978,"NEON Communications, Inc.",13,2000-07-07,2000-09-29
252,"Alteon WebSystems, Inc.",13,2000-07-07,2000-09-29
7095,Oportun Financial Corp.,13,2020-01-03,2020-12-25
6789,Forte Biosciences Inc.,13,2020-10-02,2020-12-25
7159,"Cue Biopharma, Inc.",13,2020-04-24,2020-07-17
3938,"National Surgery Centers, Inc.",13,1998-04-24,1998-07-17
1708,Digimarc,13,2000-01-07,2000-03-31
4833,Resonate Inc.,13,2000-09-01,2000-11-24
2339,FSF Financial Corp.,13,1995-07-07,1995-09-29
2329,Frontier Airlines,13,2002-01-04,2002-04-12
7067,Target Hospitality Corp.,13,2019-10-04,2020-02-14
1812,"Duramed Pharmaceuticals, Inc.",13,2001-07-20,2001-10-19
2659,"HealthCare Financial Partners, Inc.",13,1998-07-03,1999-01-01
3368,"Franchise Group, Inc. Class A",13,2020-10-02,2020-12-25
7210,Jaws Acquisition Corp. Class A,13,2020-10-02,2020-12-25
6388,Arbutus Biopharma Corporation,13,2018-07-06,2018-10-05
1056,"Cartesian, Inc.",13,2000-07-07,2000-09-29
7027,"Precision BioSciences, Inc.",13,2019-11-15,2020-11-27
7246,"Kymera Therapeutics, Inc.",13,2020-10-02,2020-12-25
7226,Rocket Companies Inc Class A,13,2020-10-02,2020-12-25
7203,Berkeley Lights Inc,13,2020-10-02,2020-12-25
7202,"Forma Therapeutics Holdings, Inc.",13,2020-10-02,2020-12-25
7204,"Relay Therapeutics, Inc.",13,2020-10-02,2020-12-25
7241,"Vertex, Inc. Class A",13,2020-10-02,2020-12-25
3082,ITXC Corp.,13,2000-07-07,2000-09-29
7253,Brookfield Renewable Corporation Class A,13,2020-10-02,2020-12-25
7208,"RumbleOn, Inc. Class B",13,2020-10-02,2020-12-25
3585,MAXXAM Inc.,14,1995-08-11,1998-05-15
6533,"Atlantic Capital Bancshares, Inc.",14,2017-04-28,2018-07-20
3638,Media Vision Technology Inc Com,14,1993-11-12,1994-02-11
5078,"Seminis, Inc.",14,1999-07-02,1999-11-05
603,Authentic Fitness Corporation,14,1996-01-26,1996-04-26
342,American Travellers Corporation,14,1996-09-13,1996-12-13
3973,"Neoforma, Inc.",14,2000-02-04,2000-06-09
1680,"Dex Media, Inc.",14,2010-06-25,2010-10-15
4948,"Saba Software, Inc.",14,2000-05-05,2001-08-03
6868,"Senseonics Holdings, Inc.",14,2018-10-05,2019-03-08
3288,Landmark Graphics Corporation,14,1996-07-05,1996-10-04
5746,"TRC Companies, Inc.",14,2017-03-31,2017-06-30
2978,Intergroup Healthcare Corp.,14,1994-07-29,1994-10-28
7031,New Frontier Health Corp.,14,2019-12-27,2020-03-27
4412,"Penske Motorsports, Inc.",14,1999-04-23,1999-07-23
6078,"Vishay Precision Group, Inc.",14,2018-07-20,2019-08-02
1021,Capstone Capital Corporation,14,1998-04-03,1998-07-24
1814,DURECT Corporation,14,2001-07-06,2020-01-10
4596,"Preview Systems, Inc.",14,2000-01-07,2000-04-07
4494,Pillowtex Corp.,14,1998-04-03,1998-07-24
4555,Possis Medical,14,2004-03-12,2004-08-20
4611,"Prime Retail, Inc.",14,1998-06-19,1998-09-25
5945,Westwater Resources Inc,14,2007-10-12,2008-01-11
5605,TerreStar Corp.,14,2007-10-05,2008-01-04
5648,Thomas Weisel Partners Group Inc,14,2006-11-10,2007-04-27
3614,MCI Inc.,14,2005-10-07,2006-01-06
2553,"Greenway Medical Technologies, Inc.",14,2012-10-05,2013-11-01
2151,Filenes Basement Corp.,14,1992-01-03,1992-04-03
4877,"Rio Hotel & Casino, Inc.",14,1998-01-16,1998-04-17
3648,"MedicaLogic/Medscape, Inc.",14,2000-01-07,2000-04-07
735,"Bedford Property Investors, Inc.",14,2004-02-13,2004-10-15
4061,"NeXstar Pharmaceuticals, Inc.",14,1999-03-05,1999-07-23
6944,Hoegh LNG Partners LP,14,2019-10-18,2020-01-31
1099,"CDnow, Inc.",14,1999-03-19,1999-11-26
3444,LTWC Corporation,14,1999-11-05,2000-02-11
5833,"U.S. Bioscience, Inc.",14,1992-01-03,1992-05-08
251,"Alphatec Holdings, Inc.",14,2010-04-23,2020-12-25
6465,Marinus Pharmaceuticals Inc,14,2020-09-25,2020-12-25
3129,Earle M. Jorgensen Company,15,2005-12-02,2006-03-31
4583,"Premier Bancshares, Inc.",15,1999-01-01,1999-07-23
2921,Inhibitex Inc,15,2011-11-04,2012-02-10
3321,LECG Corporation,15,2005-07-01,2005-10-21
2948,Integra Bank Corporation,15,1999-01-01,1999-12-10
2993,Internet Brands-Cl A,15,2010-07-23,2010-12-10
2259,Flycast Communications Corporation,15,1999-10-01,2000-01-07
99,"AdForce, Inc.",15,1999-07-09,2000-01-07
364,Amf Bowling Inc Com,15,1998-07-03,1999-07-09
2093,Ezenia! Inc.,15,1996-10-11,1997-01-24
4216,Omrix Biopharmaceuticals,15,2007-10-05,2008-01-11
1247,"Circa Pharmaceuticals, Inc.",15,1995-04-07,1995-07-14
2565,Gst Telecommunications Inc Com,15,1998-07-03,1999-09-03
222,"Alliance Holdings GP, L.P.",15,2006-06-23,2006-09-29
301,"American Disposal Services, Inc.",15,1998-07-03,1998-10-09
941,Burns International Services Corporation,15,1993-09-10,1999-07-02
3384,"LightPath Technologies, Inc. Class A",15,2000-07-07,2000-11-03
2616,"Hansen Medical, Inc.",15,2007-10-05,2008-01-11
5839,U.S. Home Corporation,15,1998-02-27,2000-03-31
6530,"Concert Pharmaceuticals, Inc.",15,2015-10-16,2018-03-30
2458,Gilat Satellite Networks Ltd.,15,2018-06-29,2019-03-22
5795,"Trump Hotels & Casino Resorts, Inc.",15,1996-07-05,1996-10-18
2085,"Extensity, Inc.",15,2000-02-04,2000-06-30
816,Blair Corporation,15,1992-11-20,1993-04-02
5527,Tarantella Inc.,15,1999-12-10,2000-03-17
785,"BioLife Solutions, Inc.",15,2020-09-18,2020-12-25
5564,Telco Communctns Group Inc.,15,1997-07-04,1997-10-10
485,AREA Bancshares Corporation,15,1998-04-17,2002-03-15
4700,Quantum Chemical Corporation,15,1992-06-26,1993-09-24
4911,RoTech Medical Corporation,15,1996-04-26,1997-10-10
609,"Automotive Industries Holding, Inc.",15,1994-02-04,1995-08-25
2375,GaSonics International Corporation,15,2000-02-11,2000-07-14
3840,Morningstar Group Inc.,15,1997-07-25,1997-11-21
1354,Color Kinetics,15,2007-05-18,2007-08-24
5355,StellarOne Corporation,15,2013-09-20,2013-12-27
5043,Sea Containers Ltd. Shs -A-,15,1999-04-30,1999-12-10
1543,Crestline Capital Corporation,15,2001-06-29,2002-06-28
5275,"Spectrum Information Technologies, Inc.",15,1993-10-15,1994-01-21
6847,Aptinyx Inc,15,2018-10-05,2019-01-11
2256,Fluke Corporation,15,1997-06-20,1998-07-03
5156,"SilverStream Software, Inc.",15,2000-07-07,2000-10-20
4171,Occam Networks,15,2000-08-04,2000-11-10
4007,Network Engines Inc.,15,2000-08-04,2000-11-10
6898,"Replimune Group, Inc.",15,2019-05-03,2020-12-25
4856,"Rexel, Inc.",15,1997-03-07,1997-11-28
1275,"CKS Group, Inc.",16,1997-07-11,1998-12-18
7164,Velodyne Lidar Inc.,16,2020-07-03,2020-12-25
6366,"Zurn Industries, Inc.",16,1998-02-20,1998-06-05
950,"C-bridge Internet Solutions, Inc.",16,2000-01-07,2000-07-14
2094,F&M Bancorp,16,2003-04-25,2003-08-08
7014,"Diamond S Shipping, Inc.",16,2019-10-11,2020-04-24
2671,HearMe,16,1999-11-19,2000-03-31
385,"Amyris, Inc.",16,2011-09-23,2020-12-25
2055,"Exactech, Inc.",16,2017-10-27,2018-02-09
4558,Potbelly Corp.,16,2013-12-27,2014-04-11
6004,Varlen Corporation,16,1998-07-17,1999-08-27
2052,Evotec AG Sponsored ADR,16,2006-01-13,2006-04-28
248,Alpha and Omega Semiconductor Limited,16,2016-10-07,2020-12-25
1223,Chordiant Software,16,2000-03-03,2007-10-12
1624,Darwin Prof UWriter,16,2008-06-27,2008-10-17
1627,Data Return Corporation,16,2000-07-07,2000-10-20
2119,FBR & Co.,16,2007-10-05,2008-02-01
3954,Navisite,16,2000-07-07,2000-11-03
4739,Rally Software Development Corp.,16,2013-09-27,2014-02-21
2340,FSI International Inc.,16,1995-08-25,2000-07-14
484,"Ardent Software, Inc.",16,1999-10-08,2000-02-25
6954,"Organogenesis Holdings, Inc. Class A",16,2019-05-03,2019-09-27
1359,"Juniper Pharmaceuticals, Inc.",16,1997-05-30,2003-09-26
3791,"Mitek Systems, Inc.",16,2020-08-14,2020-12-25
2396,"General Datacomm Industries, Inc.",16,1994-09-23,1995-01-27
5067,Security Pacific Corporation,16,1992-01-03,1992-04-17
604,Authorize.Net Hldg,16,2001-06-08,2007-10-26
2845,"Ideon Group, Inc.",17,1995-01-06,1995-05-12
4074,Nighthawk Radiology Holdings,17,2007-10-05,2008-01-25
3946,Natural Resource Partners L Sub Ut Ltd Par,17,2005-09-02,2005-12-23
2167,Advanced Radio Telecom Corp.,17,1999-12-31,2000-06-09
6785,"Achaogen, Inc.",17,2018-01-12,2018-06-22
4735,"Rainbow Technologies, Inc.",17,2000-03-03,2000-12-08
7173,Whiting Petroleum Corporation,17,2020-09-04,2020-12-25
6688,Ultra Petroleum Corp.,17,2018-01-05,2018-05-04
1418,Concord Camera Corp,17,2000-07-07,2000-12-08
5504,SystemSoft Corporation,17,1996-07-05,1996-11-15
3711,"Metricom, Inc.",17,2000-07-07,2000-10-27
1341,"Cole Real Estate Investments, Inc.",17,2013-09-27,2014-01-17
3715,Metro Mobile Cts Inc Cl B,17,1992-01-03,1992-04-24
2110,Fairway Group Holdings Corp. Class A,17,2013-09-27,2014-01-17
6987,"Establishment Labs Holdings, Inc.",17,2019-05-03,2020-02-21
3627,Measurex Corp.,17,1995-06-23,1997-02-28
1093,CCC Information Services Group Inc.,17,2000-02-04,2004-11-26
6288,Worldwide Xceed Group Inc Com New,17,1999-11-12,2000-03-24
5958,"USA Detergents, Inc.",17,1996-07-19,1997-01-31
1178,"Cheap Tickets, Inc.",17,1999-07-02,1999-10-22
5669,"TIMCO Aviation Services, Inc.",17,1999-01-01,1999-07-23
5952,Us Bioenergy,17,2007-10-26,2008-03-28
3367,Liberty Satellite & Technology Inc. Cl A,17,1996-12-06,1997-09-12
1915,"Emerald Oil, Inc.",17,2013-10-18,2014-09-12
6060,Vicinity Corporation,17,2000-03-03,2000-07-28
1035,"Career Horizons, Inc.",17,1996-07-05,1996-11-08
1025,Caraco Pharmaceutical Laboratories Ltd.,17,2007-12-28,2008-08-15
62,Accuride Corp.,17,2007-03-30,2007-07-20
6806,"OptiNose, Inc.",18,2018-06-01,2018-09-28
4927,"Surgalign Holdings, Inc.",18,2008-03-28,2008-09-26
4792,"Register.com, Inc.",18,2000-04-07,2000-08-04
4014,Neurex Corporation,18,1998-04-03,1998-08-14
3357,"Qurate Retail, Inc. Class B",18,2006-05-12,2006-09-29
440,Applica Incorporated,18,1998-03-06,1998-08-21
6289,Worthen Banking Corporation,18,1994-07-01,1995-02-24
2061,Excel Switching Corporation,18,1999-07-02,1999-10-29
5661,"Tickets.com, Inc.",18,1999-12-03,2000-03-31
2643,Hayes Lemmerz International Inc. Cl A,18,2004-07-02,2007-07-20
1862,Eden Bioscience Corp,18,2000-11-03,2001-05-25
756,"Berkshire Realty Company, Inc.",18,1999-07-02,1999-10-29
7143,Immunovant Inc,18,2020-08-28,2020-12-25
1530,Cragin Financial Corporation,18,1993-12-31,1994-05-27
2535,Bay View Capital,18,1998-04-03,1998-07-31
6468,"Entellus Medical, Inc.",18,2017-10-06,2018-03-30
921,BSQUARE Corporation,18,2000-07-07,2000-11-17
3673,Merchants National Corporation,18,1992-01-03,1992-05-01
2109,"FairPoint Communications, Inc.",18,2015-04-03,2017-01-20
3628,"Mechanical Technology, Incorporated",18,2000-01-21,2000-07-21
4627,Production Operators Corp.,18,1997-01-17,1997-06-13
6059,"Brickell Biotech, Inc.",18,2000-01-14,2000-09-29
72,Act Mfg Inc Com,18,2000-07-07,2000-11-03
6739,"Jounce Therapeutics, Inc.",18,2018-01-12,2018-05-11
5252,"Southwest Bancorp, Inc.",18,2016-12-16,2017-10-27
1710,"Digital Impact, Inc.",18,1999-12-03,2000-03-31
7145,GrowGeneration Corp.,18,2020-08-21,2020-12-25
6256,"WilTel Communications Group, Inc.",18,2003-07-04,2003-10-31
1958,"Engage, Inc. (Massachusettes)",18,2000-07-07,2000-11-03
4777,"Red Lion Hotels, Inc.",19,1996-07-05,1996-11-08
5033,"SciQuest, Inc.",19,1999-12-03,2000-04-07
7149,Hyliion Holdings Corp. Class A,19,2020-06-26,2020-11-27
1712,"Digital Island, Inc.",19,2000-07-07,2000-11-10
2886,Inacom Corp.,19,1998-04-24,1999-08-13
6931,"Synthorx, Inc.",19,2019-05-03,2019-12-27
90,ADAC Laboratories,19,1998-02-27,2000-07-07
5989,Value Amer Inc Com,19,1999-07-02,1999-12-03
1071,"Catalyst Pharmaceuticals, Inc.",19,2019-05-03,2020-07-17
4568,Aralez Pharmaceuticals Inc.,19,2003-09-12,2007-07-27
4282,Oshkosh BGosh Inc.,19,2001-11-30,2002-07-05
6654,"Smart Sand, Inc.",19,2016-12-23,2017-05-19
1262,Citizens Bancorp,19,1995-09-15,1996-12-27
6513,First NBC Bank Holding Co.,19,2015-09-25,2016-01-29
3379,"Lifeline Systems, Inc.",19,2005-11-11,2006-03-17
1023,Captaris Inc Com,19,1999-07-09,2000-03-10
6045,Vertro Inc,19,2003-09-12,2005-01-07
7082,"EverQuote, Inc. Class A",19,2020-02-07,2020-07-31
6066,"Village Super Market, Inc. Class A",19,2012-09-14,2013-11-29
6197,West Coast Bancorp (Oregon),20,2006-10-13,2007-04-27
4398,"Pegasus Solutions, Inc.",20,1999-07-02,2000-01-28
1049,Carriage Services Inc.,20,2015-03-27,2020-12-25
4565,Powersoft Corporation,20,1994-07-15,1995-02-10
7114,Open Lending Corporation Class A,20,2020-08-14,2020-12-25
3184,KENETECH Corporation,20,1994-07-01,1995-02-17
894,"Broadbase Software, Inc.",20,2000-07-07,2000-11-17
1773,"Dover Downs Gaming & Entertainment, Inc.",20,2006-03-24,2006-08-04
3499,"Maker Communications, Inc.",20,1999-07-02,2000-03-10
4152,NVE Corporation,20,2018-05-25,2019-03-01
3497,MainStreet Financial Corporation,20,1998-10-23,1999-03-05
3589,"Maybelline, Inc.",20,1994-02-25,1994-09-16
6912,Forty Seven Inc,20,2019-05-03,2020-03-27
5212,"Software.com, Inc.",20,2000-07-07,2000-11-17
7116,GAN Limited,20,2020-05-29,2020-12-25
569,At & T Latin Amer Corp Com,20,2000-09-01,2001-07-06
6612,"Corindus Vascular Robotics, Inc.",20,2019-05-10,2019-09-27
6616,NII Holdings Inc,20,2018-07-27,2019-01-18
3708,Metawave Communications Cp Com,20,2000-07-07,2001-03-09
5438,"SRTI Blockchain Generation, Inc.",20,2000-08-04,2001-01-26
42,Abraxas Petroleum Corporation,20,2011-02-25,2018-05-18
7079,Carter Bank & Trust,20,2019-10-11,2020-02-21
2780,"HotJobs.com, Ltd.",20,2000-07-07,2001-01-26
7016,Tufin Software Technologies Ltd,20,2019-10-04,2020-02-21
2965,Intellisync Corp.,20,2000-07-07,2000-11-17
5337,Starter Corp Com,20,1993-07-02,1993-12-17
6695,"Protagonist Therapeutics, Inc.",20,2020-06-26,2020-12-25
5778,Trinsic Inc.,20,2000-01-07,2000-05-19
470,Arcadia Financial Ltd.,21,1996-07-05,1997-01-24
6990,New Fortress Energy Inc. Class A,21,2020-08-07,2020-12-25
2755,"HomeGrocer.com, Inc.",21,2000-04-07,2000-09-01
6009,"Vastera, Inc.",21,2001-07-06,2002-04-12
2587,H Power Corp.,21,2000-09-01,2001-06-29
3427,"LookSmart, Ltd.",21,2000-07-07,2000-11-24
4852,GTC Biotherapeutics Inc.,21,2000-07-07,2000-12-08
6455,Conformis Inc,21,2015-09-25,2016-04-29
5720,"Trans Financial, Inc.",21,1998-04-03,1998-08-21
5104,Seventy Seven Energy Inc,21,2014-07-04,2014-11-21
1391,Compass Diversified Holdings,21,2007-06-22,2010-06-18
7138,"XPEL, Inc.",21,2020-08-07,2020-12-25
5226,Sonic Solutions,21,2004-12-31,2011-02-11
33,Abex Inc.,21,1992-01-10,1992-06-12
3110,"Jefferson Bankshares, Inc.",21,1997-06-13,1997-10-31
2777,Host Marriott Services Corporation,21,1997-10-03,1999-08-27
3785,Miravant Medical Technologies,21,1997-07-11,2000-02-18
2350,"Furiex Pharmaceuticals, Inc.",21,2014-02-07,2014-06-27
3686,Meridian Resource Corp.,21,1997-11-07,2004-12-03
1407,Comsys It Partners,21,1998-03-06,1999-01-22
418,"Anthem Electronics, Inc.",21,1992-03-13,1993-02-12
4202,"Olympic Steel, Inc.",21,2008-04-04,2008-08-29
3136,"JP Realty, Inc.",21,2002-03-08,2002-07-26
3197,"Keynote Systems, Inc.",21,2000-07-07,2000-11-24
6087,"Vital Images, Inc.",21,2006-12-22,2007-05-11
5089,Sequa Corporation B,21,2007-07-13,2007-11-30
5864,Ultrapetrol (Bahamas) Limited,21,2007-10-05,2008-06-06
4067,Nextwave Wireless Inc.,21,2007-10-05,2008-06-06
2113,Family Golf Centers,22,1998-03-27,1999-01-01
1016,"CapLease, Inc.",22,2013-04-12,2013-09-06
1995,Eott Energy Partners L P Unit Ltd Prtnr,22,2001-05-18,2001-11-16
3193,Key Centurion Bancshares,22,1992-11-06,1993-04-30
7055,"VBI Vaccines, Inc.",22,2020-06-19,2020-12-25
6081,Vistacare A,22,2003-08-08,2004-02-13
127,AEP Industries Inc.,22,2016-08-26,2017-01-20
111,"Advanced Emissions Solutions, Inc.",22,2013-11-29,2014-08-15
1513,Courier Corporation,22,2006-03-24,2007-08-17
2225,FirstFed Michigan Corporation,22,1995-06-02,1995-10-27
1568,CT Communications,22,2000-07-07,2007-08-31
7139,"Fulgent Genetics, Inc.",22,2020-07-31,2020-12-25
6917,"PaySign, Inc. Class B",22,2019-06-07,2019-11-15
6150,Waste Industries Usa,22,2007-10-26,2008-05-02
5885,Unistar Financial Svc Corp Com,22,1999-07-02,1999-11-26
6891,"Pivotal Software, Inc. Class A",22,2019-05-03,2019-09-27
2205,First National Bancorp,22,1995-10-06,1996-03-01
3545,"Marquette Medical Systems, Inc.",22,1993-11-12,1998-11-20
5093,"SEQUUS Pharmaceuticals, Inc.",22,1998-10-16,1999-03-12
2534,Great Financial Corporation,22,1997-09-12,1998-02-06
276,Amcor PLC Shs Chess Depository Interests Repr 1 Sh,22,2019-05-03,2019-09-27
240,Alloy Inc.,22,2001-12-28,2002-11-22
1064,CASI Pharmaceuticals Inc,22,2000-01-21,2000-11-10
5001,"Savannah Foods & Industries, Inc.",22,1992-01-10,1997-12-19
6997,Bluegreen Vacations Corporation,22,2019-05-03,2019-09-27
5544,TCP Capital Corp.,22,2013-10-18,2014-03-21
1500,CORT Business Services Corporation,22,1997-09-12,1998-06-05
6904,"Carbon Black, Inc.",22,2019-05-03,2019-09-27
2335,FrontLine Capital Group,22,2000-07-07,2001-03-09
4497,Pinnacle Finl Svcs Inc Com,22,1997-11-21,1998-04-17
2383,"GelTex Pharmaceuticals, Inc.",22,2000-07-14,2000-12-08
7029,Amerant Bancorp Inc. Class A,22,2019-10-04,2020-02-28
3687,"Merisel, Inc.",22,1993-12-17,1994-06-03
6922,"Contura Energy, Inc.",22,2019-05-03,2019-09-27
6791,Global Medical REIT Inc,22,2019-11-29,2020-12-18
627,Avigen Inc Com,22,2000-07-07,2000-12-01
7078,"Accel Entertainment, Inc. Class A",23,2019-11-22,2020-09-18
5632,Therma-Wave,23,2000-03-03,2000-10-27
5644,"THL Credit, Inc.",23,2013-09-27,2014-02-28
5655,"Thrifty PayLess Holdings, Inc.",23,1996-07-05,1996-12-06
2371,Gartner Inc B,23,1999-07-30,2000-03-31
1926,Employee Solutions,23,1996-10-04,1997-03-07
4602,"Price REIT, Inc.",23,1998-01-16,1998-06-19
1916,Emerge Interactive Inc Com New,23,2000-03-03,2000-09-15
3294,Lante Corporation,23,2000-03-03,2000-08-04
944,Buy.com Inc.,23,2000-03-03,2000-09-15
5807,Tumbleweed Communications Corp.,23,2000-07-07,2000-12-22
5097,"Service Experts, Inc.",23,1998-04-03,1999-01-01
1503,"Cosine Communications, Inc.",23,2000-10-06,2001-03-09
6840,"Arlo Technologies, Inc.",23,2018-10-05,2020-12-25
6832,"Alta Mesa Resources, Inc. Class A",23,2018-06-08,2018-11-09
1355,Colorado National Bankshares,23,1992-12-25,1993-05-28
6869,Solid Biosciences Inc.,23,2018-10-05,2019-11-08
5710,"Town Sports International Holdings, Inc.",23,2007-01-26,2007-07-06
5201,Smurfit-Stone Container,23,2010-12-24,2011-05-27
5235,"SoundView Technology Group, Inc.",23,2000-07-07,2001-02-16
2753,"Homedco Group, Inc.",23,1995-01-20,1995-06-23
3516,Manufacturers National Corporation,24,1992-01-03,1992-06-12
1334,Coherent Communications Systems Corporation,24,1998-02-20,1998-07-31
5439,Sunstone Hotel Investors Inc.,24,1998-01-02,1998-07-03
7083,"Personalis, Inc.",24,2020-07-17,2020-12-25
6752,"Dova Pharmaceuticals, Inc.",24,2018-06-01,2019-09-27
6930,Scholar Rock Holding Corp.,24,2019-05-03,2020-12-25
7080,"ProSight Global, Inc.",24,2019-10-04,2020-03-13
3144,JWP Inc.,24,1992-01-03,1992-06-12
4272,"Orion Group Holdings, Inc.",24,2009-07-24,2010-04-30
1072,"Ontrak, Inc.",24,2020-04-24,2020-12-25
5733,TransMontaigne Inc.,24,2005-07-08,2006-09-01
2023,Eschelon Telecom Inc,24,2007-03-23,2007-08-31
1895,Electrocom Automation Inc.,24,1992-07-03,1993-01-29
4524,"Players International, Inc.",24,1995-03-31,1995-09-08
4434,Pericom Semiconductor Corporation,24,2000-07-07,2001-02-02
2341,Ftd Group,24,2006-11-17,2007-08-31
6497,"Heritage Insurance Holdings, Inc.",24,2015-09-25,2016-12-23
5433,SunPower Class B,25,2008-10-03,2009-03-20
2800,"Hudson Global, Inc.",25,2005-09-02,2007-07-13
3102,James River Group Inc,25,2006-12-08,2007-12-07
3979,NeoPhotonics Corporation,25,2016-03-18,2017-02-17
2827,iBEAM Broadcasting Corporation,25,2000-06-02,2000-11-17
2360,Galen Health Care,25,1993-03-12,1993-08-27
6489,"Sientra, Inc.",25,2018-06-01,2018-11-16
1177,CHC Group Ltd.,25,2014-03-28,2014-10-31
1707,Digimarc Corporation,25,2019-05-03,2020-12-25
1742,DivX Inc.,25,2007-03-23,2007-12-07
1642,DecisionOne Corporation,25,1996-07-05,1997-08-29
4703,"Quantum Effect Devices, Inc.",25,2000-03-03,2000-08-18
1962,"Engineering Animation, Inc.",25,1998-06-05,1999-03-05
815,Bladelogic Inc Com,25,2007-10-05,2008-04-18
4318,Pacific Northwest Bancorp,25,2003-05-09,2003-10-31
4034,New Skies Satellites Holdings Ltd,25,2005-10-07,2006-03-24
3339,Lexent Inc.,25,2000-09-01,2001-02-16
1893,Electro Rent Corporation,25,1998-02-13,2013-11-29
7074,"Zynex, Inc.",25,2020-05-01,2020-10-23
4736,"Rainforest Cafe, Inc.",25,1996-10-04,1998-01-02
4428,"Perclose, Inc.",25,1999-03-12,1999-11-19
4277,Ortel Corporation,25,1999-11-05,2000-04-21
4763,"RCSB Financial, Inc.",25,1997-02-14,1997-10-03
4542,Polymer Group Inc.,25,1996-07-05,2000-02-18
4000,Netro Corporation,25,2000-07-07,2001-01-12
5277,"SpeechWorks International, Inc.",26,2000-09-01,2001-02-23
